Job Title,Category,Education Requirement,Experience Years,Required Skills,Salary Range,Job Title Clean,Required Skills Clean
Tableau Specialist,Data & Analytics,Bachelor's in IT|Tableau Certification,1,Tableau|Data Visualization|SQL|Analytics|Dashboard Design|Communication,65-120K,tableau specialist,"['tableau', 'data visualization', 'sql', 'analytics', 'dashboard design', 'communication']"
Salesforce Developer,Technology,Bachelor's in Computer Science|Salesforce Certification,2,Salesforce|Apex|VisualForce|Lightning|CRM|Problem Solving,80-150K,salesforce developer,"['salesforce', 'apex', 'visualforce', 'lightning', 'crm', 'problem solving']"
Salesforce Administrator,Technology,Bachelor's in IT|Salesforce Admin Certification,1,Salesforce|Administration|Configuration|User Management|Data Management|Support,60-110K,salesforce administrator,"['salesforce', 'administration', 'configuration', 'user management', 'data management', 'support']"
SAP Developer,Technology,Bachelor's in IT|SAP Certification,2,SAP|ABAP|Enterprise Systems|SQL|Problem Solving|Configuration,85-150K,sap developer,"['sap', 'abap', 'enterprise systems', 'sql', 'problem solving', 'configuration']"
Oracle Applications Developer,Technology,Bachelor's in IT|Oracle Certification,2,Oracle Apps|PL/SQL|ERP Systems|SQL|Problem Solving|Configuration,80-145K,oracle applications developer,"['oracle apps', 'pl/sql', 'erp systems', 'sql', 'problem solving', 'configuration']"
Shopify Developer,Technology,Bachelor's in Computer Science,1,Shopify|Liquid|JavaScript|API Integration|E-commerce|Problem Solving,70-130K,shopify developer,"['shopify', 'liquid', 'javascript', 'api integration', 'e-commerce', 'problem solving']"
WordPress Developer,Technology,High School|WordPress Certification,1,WordPress|PHP|JavaScript|CSS|Plugin Development|Theme Development,55-110K,wordpress developer,"['wordpress', 'php', 'javascript', 'css', 'plugin development', 'theme development']"
Drupal Developer,Technology,Bachelor's in Computer Science,2,Drupal|PHP|JavaScript|MySQL|Theme Development|Module Development,70-130K,drupal developer,"['drupal', 'php', 'javascript', 'mysql', 'theme development', 'module development']"
Magento Developer,Technology,Bachelor's in Computer Science,2,Magento|PHP|JavaScript|E-commerce|MySQL|Problem Solving,75-135K,magento developer,"['magento', 'php', 'javascript', 'e-commerce', 'mysql', 'problem solving']"
Joomla Developer,Technology,Bachelor's in Computer Science,1,Joomla|PHP|JavaScript|CMS|MySQL|Theme Development,60-115K,joomla developer,"['joomla', 'php', 'javascript', 'cms', 'mysql', 'theme development']"
Cybersecurity Analyst,Technology,Bachelor's in Cybersecurity|Security+ Certification,1,Threat Analysis|Vulnerability Assessment|Security Systems|Log Analysis|Incident Response|Risk Assessment,70-130K,cybersecurity analyst,"['threat analysis', 'vulnerability assessment', 'security systems', 'log analysis', 'incident response', 'risk assessment']"
Ethical Hacker,Technology,Bachelor's in Cybersecurity|CEH Certification,3,Penetration Testing|Hacking Tools|Networking|Security|Problem Solving|Vulnerability Research,90-160K,ethical hacker,"['penetration testing', 'hacking tools', 'networking', 'security', 'problem solving', 'vulnerability research']"
SOC Analyst,Technology,Bachelor's in Cybersecurity|Security Certification,1,SIEM|Threat Detection|Incident Response|Log Analysis|Security Protocols|Communication,65-120K,soc analyst,"['siem', 'threat detection', 'incident response', 'log analysis', 'security protocols', 'communication']"
Privacy Officer,Technology,Master's in Law|Privacy Certification,3,Privacy Law|GDPR|Compliance|Risk Management|Communication|Strategic Planning,85-150K,privacy officer,"['privacy law', 'gdpr', 'compliance', 'risk management', 'communication', 'strategic planning']"
Compliance Officer,Technology,Bachelor's in Business|Compliance Certification,3,Compliance|Regulations|Auditing|Risk Management|Documentation|Communication,80-145K,compliance officer,"['compliance', 'regulations', 'auditing', 'risk management', 'documentation', 'communication']"
IT Help Desk Technician,Technology,High School|CompTIA A+ Certification,0,Technical Support|Troubleshooting|Hardware|Software|Customer Service|Communication,35-65K,it help desk technician,"['technical support', 'troubleshooting', 'hardware', 'software', 'customer service', 'communication']"
IT Field Technician,Technology,High School|IT Certification,1,Hardware Installation|Troubleshooting|Networking|Customer Service|Problem Solving|Documentation,45-80K,it field technician,"['hardware installation', 'troubleshooting', 'networking', 'customer service', 'problem solving', 'documentation']"
Website Administrator,Technology,Bachelor's in IT,1,Website Management|CMS|Server Administration|HTML/CSS|Database Management|Troubleshooting,50-90K,website administrator,"['website management', 'cms', 'server administration', 'html/css', 'database management', 'troubleshooting']"
Technical Writer,Technology,Bachelor's in English|Technical Writing Certification,1,Technical Writing|Documentation|API Documentation|Communication|Organization|Problem Solving,50-100K,technical writer,"['technical writing', 'documentation', 'api documentation', 'communication', 'organization', 'problem solving']"
Solutions Engineer,Technology,Bachelor's in Computer Science|Bachelor's in Engineering,3,Technical Problem Solving|Solution Design|Communication|Customer Relations|Product Knowledge|Presentation,85-155K,solutions engineer,"['technical problem solving', 'solution design', 'communication', 'customer relations', 'product knowledge', 'presentation']"
Pre-Sales Engineer,Technology,Bachelor's in Computer Science,2,Sales Engineering|Technical Knowledge|Communication|Product Demonstration|Problem Solving|Client Relations,75-140K,pre sales engineer,"['sales engineering', 'technical knowledge', 'communication', 'product demonstration', 'problem solving', 'client relations']"
Technical Account Manager,Technology,Bachelor's in Computer Science,2,Account Management|Technical Knowledge|Communication|Problem Solving|Client Relations|Product Knowledge,75-135K,technical account manager,"['account management', 'technical knowledge', 'communication', 'problem solving', 'client relations', 'product knowledge']"
Release Manager,Technology,Bachelor's in IT,3,Release Management|Project Management|Change Control|Documentation|Communication|Problem Solving,80-145K,release manager,"['release management', 'project management', 'change control', 'documentation', 'communication', 'problem solving']"
IT Project Manager,Technology,Bachelor's in IT|Project Management Certification,3,Project Management|IT Knowledge|Leadership|Budget Control|Communication|Problem Solving,80-145K,it project manager,"['project management', 'it knowledge', 'leadership', 'budget control', 'communication', 'problem solving']"
Scrum Master,Technology,Bachelor's in IT|Scrum Master Certification,2,Scrum|Agile|Coaching|Team Leadership|Problem Solving|Communication,75-140K,scrum master,"['scrum', 'agile', 'coaching', 'team leadership', 'problem solving', 'communication']"
Product Owner,Technology,Bachelor's in Business|Scrum Product Owner Certification,2,Product Strategy|Agile|Backlog Management|Communication|Leadership|Business Acumen,80-150K,product owner,"['product strategy', 'agile', 'backlog management', 'communication', 'leadership', 'business acumen']"
Academic Data Analyst,Data & Analytics,Master's in Data Science|PhD,2,Statistical Analysis|Research|Python|R|Academic Writing|Problem Solving,70-130K,academic data analyst,"['statistical analysis', 'research', 'python', 'r', 'academic writing', 'problem solving']"
Clinical Data Manager,Healthcare,Master's in Data Management|Bachelor's in Life Sciences,2,Clinical Data|Regulatory Compliance|Database Management|Statistical Analysis|Problem Solving|Attention to Detail,70-130K,clinical data manager,"['clinical data', 'regulatory compliance', 'database management', 'statistical analysis', 'problem solving', 'attention to detail']"
Biomedical Engineer,Engineering & Manufacturing,Bachelor's in Biomedical Engineering,2,Biomedical Systems|Medical Devices|CAD|Problem Solving|Regulatory Knowledge|Technical Design,75-140K,biomedical engineer,"['biomedical systems', 'medical devices', 'cad', 'problem solving', 'regulatory knowledge', 'technical design']"
Software Test Engineer,Technology,Bachelor's in Computer Science,1,Test Automation|Manual Testing|Problem Solving|Selenium|API Testing|Documentation,55-105K,software test engineer,"['test automation', 'manual testing', 'problem solving', 'selenium', 'api testing', 'documentation']"
Performance Tester,Technology,Bachelor's in IT,2,Performance Testing|Load Testing|JMeter|Analysis|Problem Solving|Reporting,70-130K,performance tester,"['performance testing', 'load testing', 'jmeter', 'analysis', 'problem solving', 'reporting']"
Security Tester,Technology,Bachelor's in Cybersecurity,2,Security Testing|Vulnerability Testing|Problem Solving|Security Tools|Risk Assessment|Reporting,75-135K,security tester,"['security testing', 'vulnerability testing', 'problem solving', 'security tools', 'risk assessment', 'reporting']"
Retail Manager,Retail & Hospitality,High School|Associate in Business,3,Sales Management|Customer Service|Inventory Control|Staff Leadership|Cash Handling|Problem Solving,50-85K,retail manager,"['sales management', 'customer service', 'inventory control', 'staff leadership', 'cash handling', 'problem solving']"
Store Manager,Retail & Hospitality,High School|Leadership,2,Store Management|Sales|Staff Management|Inventory|Customer Relations|Problem Solving,55-90K,store manager,"['store management', 'sales', 'staff management', 'inventory', 'customer relations', 'problem solving']"
Visual Merchandiser,Retail & Hospitality,High School|Design Knowledge,1,Visual Design|Creativity|Lighting|Arrangement|Sales|Customer Service,40-70K,visual merchandiser,"['visual design', 'creativity', 'lighting', 'arrangement', 'sales', 'customer service']"
Loss Prevention Manager,Retail & Hospitality,High School|Security Training,2,Security|Surveillance|Investigation|Problem Solving|Leadership|Communication,50-85K,loss prevention manager,"['security', 'surveillance', 'investigation', 'problem solving', 'leadership', 'communication']"
Cashier,Retail & Hospitality,High School,0,Cash Handling|Customer Service|Point of Sale|Accuracy|Communication|Friendliness,28-40K,cashier,"['cash handling', 'customer service', 'point of sale', 'accuracy', 'communication', 'friendliness']"
Sales Associate,Retail & Hospitality,High School,0,Sales|Customer Service|Product Knowledge|Communication|Problem Solving|Teamwork,30-50K,sales associate,"['sales', 'customer service', 'product knowledge', 'communication', 'problem solving', 'teamwork']"
Retail Supervisor,Retail & Hospitality,High School|Leadership,2,Supervision|Sales|Customer Service|Inventory|Staff Training|Problem Solving,45-75K,retail supervisor,"['supervision', 'sales', 'customer service', 'inventory', 'staff training', 'problem solving']"
Electrician,Skilled Trades,Trade School|Apprenticeship,3,Electrical Work|Safety|Problem Solving|Technical Knowledge|Code Knowledge|Troubleshooting,60-100K,electrician,"['electrical work', 'safety', 'problem solving', 'technical knowledge', 'code knowledge', 'troubleshooting']"
Plumber,Skilled Trades,Trade School|Apprenticeship,3,Plumbing Systems|Safety|Problem Solving|Technical Knowledge|Code Knowledge|Customer Service,55-95K,plumber,"['plumbing systems', 'safety', 'problem solving', 'technical knowledge', 'code knowledge', 'customer service']"
Carpenter,Skilled Trades,Trade School|Apprenticeship,2,Carpentry|Safety|Technical Skills|Problem Solving|Hand Tools|Precision,50-90K,carpenter,"['carpentry', 'safety', 'technical skills', 'problem solving', 'hand tools', 'precision']"
HVAC Technician,Skilled Trades,Trade School|HVAC Certification,2,HVAC Systems|Troubleshooting|Safety|Technical Knowledge|Equipment|Problem Solving,50-90K,hvac technician,"['hvac systems', 'troubleshooting', 'safety', 'technical knowledge', 'equipment', 'problem solving']"
Welder,Skilled Trades,Trade School|Welding Certification,1,Welding|Safety|Precision|Technical Knowledge|Problem Solving|Physical Stamina,45-80K,welder,"['welding', 'safety', 'precision', 'technical knowledge', 'problem solving', 'physical stamina']"
Heavy Equipment Operator,Skilled Trades,High School|Equipment License,1,Equipment Operation|Safety|Problem Solving|Precision|Attention to Detail|Communication,50-85K,heavy equipment operator,"['equipment operation', 'safety', 'problem solving', 'precision', 'attention to detail', 'communication']"
CNC Machinist,Skilled Trades,Machinist Program|Trade School,2,CNC Machines|Precision|Technical Knowledge|Problem Solving|Safety|Attention to Detail,55-90K,cnc machinist,"['cnc machines', 'precision', 'technical knowledge', 'problem solving', 'safety', 'attention to detail']"
Mechanic,Skilled Trades,Trade School|Certification,2,Vehicle Mechanics|Troubleshooting|Problem Solving|Equipment Knowledge|Safety|Attention to Detail,50-85K,mechanic,"['vehicle mechanics', 'troubleshooting', 'problem solving', 'equipment knowledge', 'safety', 'attention to detail']"
Diesel Mechanic,Skilled Trades,Trade School|Diesel Certification,2,Diesel Engines|Troubleshooting|Technical Skills|Safety|Problem Solving|Equipment Knowledge,55-95K,diesel mechanic,"['diesel engines', 'troubleshooting', 'technical skills', 'safety', 'problem solving', 'equipment knowledge']"
Head Chef,Hospitality & Food Service,Culinary School,5,Culinary Skills|Kitchen Management|Leadership|Recipe Development|Food Safety|Creativity,70-130K,head chef,"['culinary skills', 'kitchen management', 'leadership', 'recipe development', 'food safety', 'creativity']"
Sous Chef,Hospitality & Food Service,Culinary School,3,Culinary Skills|Kitchen Management|Leadership|Training|Food Safety|Creativity,55-90K,sous chef,"['culinary skills', 'kitchen management', 'leadership', 'training', 'food safety', 'creativity']"
Line Cook,Hospitality & Food Service,Culinary School|High School,1,Cooking|Food Safety|Kitchen Skills|Speed|Accuracy|Teamwork,35-55K,line cook,"['cooking', 'food safety', 'kitchen skills', 'speed', 'accuracy', 'teamwork']"
Pastry Chef,Hospitality & Food Service,Culinary School|Pastry Specialization,2,Baking|Decoration|Creativity|Precision|Food Safety|Time Management,50-85K,pastry chef,"['baking', 'decoration', 'creativity', 'precision', 'food safety', 'time management']"
Bartender,Hospitality & Food Service,High School|Bartending Certification,1,Bartending|Customer Service|Communication|Memory|Team Work|Problem Solving,35-65K,bartender,"['bartending', 'customer service', 'communication', 'memory', 'team work', 'problem solving']"
Server,Hospitality & Food Service,High School,0,Customer Service|Communication|Memory|Organization|Problem Solving|Teamwork,30-50K,server,"['customer service', 'communication', 'memory', 'organization', 'problem solving', 'teamwork']"
Hairstylist,Beauty & Wellness,Beauty School|License,1,Hair Styling|Customer Service|Creativity|Technical Skills|Communication|Precision,35-70K,hairstylist,"['hair styling', 'customer service', 'creativity', 'technical skills', 'communication', 'precision']"
Makeup Artist,Beauty & Wellness,Beauty School|Makeup Certification,1,Makeup Application|Creativity|Color Theory|Communication|Technical Skills|Customer Service,40-75K,makeup artist,"['makeup application', 'creativity', 'color theory', 'communication', 'technical skills', 'customer service']"
Nail Technician,Beauty & Wellness,Beauty School|License,1,Nail Care|Artistry|Customer Service|Precision|Sanitation|Communication,35-60K,nail technician,"['nail care', 'artistry', 'customer service', 'precision', 'sanitation', 'communication']"
Esthetician,Beauty & Wellness,Esthetics School|License,1,Skincare|Facial Treatment|Customer Service|Product Knowledge|Communication|Technical Skills,40-70K,esthetician,"['skincare', 'facial treatment', 'customer service', 'product knowledge', 'communication', 'technical skills']"
Massage Therapist,Beauty & Wellness,Massage Therapy School|License,1,Massage Therapy|Anatomy|Customer Service|Communication|Problem Solving|Empathy,45-75K,massage therapist,"['massage therapy', 'anatomy', 'customer service', 'communication', 'problem solving', 'empathy']"
Farmer,Agriculture,High School|Agriculture Experience,2,Farming|Equipment Operation|Problem Solving|Sustainability|Business Management|Safety,40-80K,farmer,"['farming', 'equipment operation', 'problem solving', 'sustainability', 'business management', 'safety']"
Farm Manager,Agriculture,Bachelor's in Agriculture|Leadership,3,Farm Management|Crop Knowledge|Equipment|Leadership|Business Acumen|Sustainability,55-100K,farm manager,"['farm management', 'crop knowledge', 'equipment', 'leadership', 'business acumen', 'sustainability']"
Livestock Manager,Agriculture,Agriculture Program|Experience,2,Livestock Care|Health Knowledge|Equipment|Problem Solving|Leadership|Business Skills,50-90K,livestock manager,"['livestock care', 'health knowledge', 'equipment', 'problem solving', 'leadership', 'business skills']"
Dairy Manager,Agriculture,Agriculture Program,3,Dairy Operations|Animal Health|Equipment|Quality Control|Leadership|Problem Solving,55-95K,dairy manager,"['dairy operations', 'animal health', 'equipment', 'quality control', 'leadership', 'problem solving']"
Park Ranger,Conservation,Bachelor's in Environmental Science,1,Conservation|Public Safety|Environmental Knowledge|Communication|Outdoor Skills|Problem Solving,40-75K,park ranger,"['conservation', 'public safety', 'environmental knowledge', 'communication', 'outdoor skills', 'problem solving']"
Wildlife Biologist,Conservation,Bachelor's in Biology|Master's in Wildlife,2,Wildlife Biology|Research|Data Analysis|Field Work|Problem Solving|Communication,50-90K,wildlife biologist,"['wildlife biology', 'research', 'data analysis', 'field work', 'problem solving', 'communication']"
Conservation Officer,Conservation,Bachelor's in Environmental Science,1,Conservation|Law Enforcement|Environmental Knowledge|Problem Solving|Communication|Safety,45-80K,conservation officer,"['conservation', 'law enforcement', 'environmental knowledge', 'problem solving', 'communication', 'safety']"
Bus Driver,Transportation,High School|Commercial Driver's License,0,Driving|Safety|Customer Service|Route Knowledge|Problem Solving|Responsibility,40-70K,bus driver,"['driving', 'safety', 'customer service', 'route knowledge', 'problem solving', 'responsibility']"
Taxi Driver,Transportation,High School|Taxi License,0,Driving|Navigation|Customer Service|Problem Solving|Safety|Communication,35-65K,taxi driver,"['driving', 'navigation', 'customer service', 'problem solving', 'safety', 'communication']"
Ship Captain,Transportation,Maritime Academy|Captain License,5,Navigation|Leadership|Maritime Law|Safety|Problem Solving|Technical Knowledge,80-150K,ship captain,"['navigation', 'leadership', 'maritime law', 'safety', 'problem solving', 'technical knowledge']"
Deck Officer,Transportation,Maritime Training,2,Navigation|Maritime Knowledge|Safety|Technical Skills|Leadership|Problem Solving,60-100K,deck officer,"['navigation', 'maritime knowledge', 'safety', 'technical skills', 'leadership', 'problem solving']"
Crane Operator,Transportation,High School|Crane Certification,1,Crane Operation|Safety|Precision|Problem Solving|Communication|Attention to Detail,55-90K,crane operator,"['crane operation', 'safety', 'precision', 'problem solving', 'communication', 'attention to detail']"
Police Officer,Law Enforcement,High School|Police Academy,1,Law Enforcement|Safety|Problem Solving|Communication|Physical Fitness|Judgment,50-85K,police officer,"['law enforcement', 'safety', 'problem solving', 'communication', 'physical fitness', 'judgment']"
Security Guard,Law Enforcement,High School|Security Training,0,Security|Awareness|Communication|Problem Solving|Safety|Responsibility,30-55K,security guard,"['security', 'awareness', 'communication', 'problem solving', 'safety', 'responsibility']"
Firefighter,Law Enforcement,High School|Fire Academy,1,Fire Fighting|Safety|Physical Fitness|Problem Solving|Teamwork|Quick Thinking,50-90K,firefighter,"['fire fighting', 'safety', 'physical fitness', 'problem solving', 'teamwork', 'quick thinking']"
Military Officer,Law Enforcement,Military Academy|Bachelor's Degree,3,Leadership|Strategic Planning|Safety|Communication|Problem Solving|Discipline,60-120K,military officer,"['leadership', 'strategic planning', 'safety', 'communication', 'problem solving', 'discipline']"
Detective,Law Enforcement,Police Academy|Experience,3,Investigation|Analysis|Problem Solving|Communication|Attention to Detail|Judgment,65-110K,detective,"['investigation', 'analysis', 'problem solving', 'communication', 'attention to detail', 'judgment']"
Geologist,Science & Research,Bachelor's in Geology,2,Geology|Field Work|Analysis|Research|Problem Solving|Technical Knowledge,60-110K,geologist,"['geology', 'field work', 'analysis', 'research', 'problem solving', 'technical knowledge']"
Meteorologist,Science & Research,Bachelor's in Meteorology,1,Meteorology|Weather Analysis|Research|Data Analysis|Problem Solving|Communication,55-100K,meteorologist,"['meteorology', 'weather analysis', 'research', 'data analysis', 'problem solving', 'communication']"
Microbiologist,Science & Research,Master's in Microbiology,2,Microbiology|Laboratory Work|Research|Data Analysis|Problem Solving|Precision,65-120K,microbiologist,"['microbiology', 'laboratory work', 'research', 'data analysis', 'problem solving', 'precision']"
Botanist,Science & Research,Bachelor's in Botany|Master's preferred,2,Plant Science|Field Work|Research|Data Analysis|Problem Solving|Communication,60-110K,botanist,"['plant science', 'field work', 'research', 'data analysis', 'problem solving', 'communication']"
News Anchor,Media & Entertainment,Bachelor's in Journalism|Broadcasting,2,Communication|Presentation|Writing|Research|Critical Thinking|On-Camera Skills,60-150K,news anchor,"['communication', 'presentation', 'writing', 'research', 'critical thinking', 'on-camera skills']"
Radio Host,Media & Entertainment,Broadcasting School,1,Public Speaking|Communication|Improvisation|Interviewing|Problem Solving|Personality,40-100K,radio host,"['public speaking', 'communication', 'improvisation', 'interviewing', 'problem solving', 'personality']"
Sports Commentator,Media & Entertainment,Journalism|Broadcasting,2,Sports Knowledge|Public Speaking|Communication|Enthusiasm|Quick Thinking|Writing,50-120K,sports commentator,"['sports knowledge', 'public speaking', 'communication', 'enthusiasm', 'quick thinking', 'writing']"
Announcer,Media & Entertainment,High School|Broadcasting,1,Public Speaking|Voice Skills|Pronunciation|Communication|Professionalism|Quick Thinking,40-80K,announcer,"['public speaking', 'voice skills', 'pronunciation', 'communication', 'professionalism', 'quick thinking']"
Athlete,Sports & Athletics,High School|University,1,Athletic Ability|Training Discipline|Teamwork|Mental Toughness|Performance|Fitness,40-500K,athlete,"['athletic ability', 'training discipline', 'teamwork', 'mental toughness', 'performance', 'fitness']"
Sports Agent,Sports & Athletics,Bachelor's in Business|Law,2,Sales|Negotiation|Sports Knowledge|Communication|Business Acumen|Networking,60-150K,sports agent,"['sales', 'negotiation', 'sports knowledge', 'communication', 'business acumen', 'networking']"
Athletic Trainer,Sports & Athletics,Bachelor's in Athletic Training,1,Athletic Training|First Aid|Sports Knowledge|Communication|Problem Solving|Empathy,45-85K,athletic trainer,"['athletic training', 'first aid', 'sports knowledge', 'communication', 'problem solving', 'empathy']"
Librarian,Information Services,Master's in Library Science,1,Information Management|Research|Organization|Communication|Customer Service|Technology,55-100K,librarian,"['information management', 'research', 'organization', 'communication', 'customer service', 'technology']"
Archivist,Information Services,Master's in Archival Science,2,Archives Management|Organization|Preservation|Research|Documentation|Problem Solving,50-90K,archivist,"['archives management', 'organization', 'preservation', 'research', 'documentation', 'problem solving']"
Museum Curator,Arts & Culture,Master's in Art History|Museum Studies,3,Curation|Art Knowledge|Research|Communication|Problem Solving|Management,55-100K,museum curator,"['curation', 'art knowledge', 'research', 'communication', 'problem solving', 'management']"
Conservator,Arts & Culture,Master's in Conservation,2,Conservation|Restoration|Technical Skills|Precision|Research|Problem Solving,55-100K,conservator,"['conservation', 'restoration', 'technical skills', 'precision', 'research', 'problem solving']"
Exhibition Designer,Arts & Culture,Bachelor's in Design|Museum Studies,2,Exhibition Design|Creativity|Technical Skills|Communication|Problem Solving|Project Management,50-90K,exhibition designer,"['exhibition design', 'creativity', 'technical skills', 'communication', 'problem solving', 'project management']"
Veterinarian,Veterinary,Doctor of Veterinary Medicine,1,Veterinary Medicine|Animal Care|Diagnosis|Communication|Compassion|Problem Solving,80-150K,veterinarian,"['veterinary medicine', 'animal care', 'diagnosis', 'communication', 'compassion', 'problem solving']"
Veterinary Technician,Veterinary,Associate in Veterinary Technology,1,Veterinary Care|Animal Handling|Technical Skills|Communication|Compassion|Safety,35-60K,veterinary technician,"['veterinary care', 'animal handling', 'technical skills', 'communication', 'compassion', 'safety']"
